absolute_rank,transformed_feature,feature,coefficient,absolute_coefficient,odds_ratio,direction
217,numeric__prev_recent_application_days,prev_recent_application_days,-0.034548827096307,0.034548827096307,0.9660411695496884,Lower risk
218,numeric__AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,-0.034492191487170275,0.034492191487170275,0.9660958834291393,Lower risk
219,numeric__REGION_POPULATION_RELATIVE,REGION_POPULATION_RELATIVE,0.03333900258011853,0.03333900258011853,1.0339009749367376,Higher risk
220,numeric__DAYS_REGISTRATION,DAYS_REGISTRATION,0.03310020333477033,0.03310020333477033,1.0336541096409542,Higher risk
221,numeric__DAYS_BIRTH,DAYS_BIRTH,0.031860404833303095,0.031860404833303095,1.0323733809116162,Higher risk
222,numeric__credit_card_max_dpd,credit_card_max_dpd,0.03132447573038154,0.03132447573038154,1.0318202502043652,Higher risk
223,categorical__OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Medicine staff,-0.03131512954252552,0.03131512954252552,0.969170110814812,Lower risk
224,numeric__FLAG_PHONE,FLAG_PHONE,-0.03026551707320326,0.03026551707320326,0.970187897895583,Lower risk
225,categorical__ORGANIZATION_TYPE_Religion,ORGANIZATION_TYPE_Religion,0.029472206085788773,0.029472206085788773,1.0299108098213907,Higher risk
226,categorical__NAME_FAMILY_STATUS_Widow,NAME_FAMILY_STATUS_Widow,-0.029020552163683093,0.029020552163683093,0.9713964999615803,Lower risk
227,categorical__FONDKAPREMONT_MODE_reg oper account,FONDKAPREMONT_MODE_reg oper account,-0.02877713229557627,0.02877713229557627,0.9716329859510068,Lower risk
228,numeric__AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,-0.02856444307269705,0.02856444307269705,0.9718396637940083,Lower risk
229,categorical__ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_School,-0.028494119780440762,0.028494119780440762,0.9719080091618191,Lower risk
230,numeric__REG_CITY_NOT_WORK_CITY,REG_CITY_NOT_WORK_CITY,-0.02828381280869877,0.02828381280869877,0.972112429686815,Lower risk
231,numeric__LIVE_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,0.02767231759471448,0.02767231759471448,1.0280587524563218,Higher risk
232,numeric__FLAG_DOCUMENT_15,FLAG_DOCUMENT_15,-0.027316873310613568,0.027316873310613568,0.973052858187117,Lower risk
233,numeric__LANDAREA_MODE,LANDAREA_MODE,-0.027225002467565845,0.027225002467565845,0.9731422574800599,Lower risk
234,numeric__FLAG_DOCUMENT_14,FLAG_DOCUMENT_14,-0.026630631604275954,0.026630631604275954,0.9737208368120575,Lower risk
235,categorical__FLAG_OWN_CAR_N,FLAG_OWN_CAR_N,0.02594796888467681,0.02594796888467681,1.0262875481984413,Higher risk
236,numeric__prev_application_count,prev_application_count,-0.025121673963443773,0.025121673963443773,0.9751912494249713,Lower risk
237,numeric__ELEVATORS_MEDI,ELEVATORS_MEDI,-0.024366021583428647,0.024366021583428647,0.9759284335059435,Lower risk
238,numeric__bureau_days_credit_min,bureau_days_credit_min,-0.024121685199895104,0.024121685199895104,0.9761669174639412,Lower risk
239,numeric__LIVINGAREA_MODE,LIVINGAREA_MODE,-0.02281452361346641,0.02281452361346641,0.9774437596981442,Lower risk
240,numeric__pos_cash_late_count,pos_cash_late_count,0.022250653934950997,0.022250653934950997,1.0225000460126352,Higher risk
241,numeric__FLAG_EMAIL,FLAG_EMAIL,-0.021537152478367416,0.021537152478367416,0.9786931159188734,Lower risk
242,numeric__FLAG_DOCUMENT_17,FLAG_DOCUMENT_17,-0.02096399267242014,0.02096399267242014,0.9792542242622891,Lower risk
243,numeric__TOTALAREA_MODE,TOTALAREA_MODE,0.020568327205254255,0.020568327205254255,1.0207813129947272,Higher risk
244,numeric__FLOORSMIN_MODE,FLOORSMIN_MODE,0.020118305155757743,0.020118305155757743,1.0203220422448984,Higher risk
245,categorical__OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Laborers,-0.01975459602378171,0.01975459602378171,0.9804392474763902,Lower risk
246,categorical__WEEKDAY_APPR_PROCESS_START_WEDNESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.019521676900728917,0.019521676900728917,1.019713470848764,Higher risk
247,categorical__NAME_TYPE_SUITE_Unaccompanied,NAME_TYPE_SUITE_Unaccompanied,-0.019341234483641348,0.019341234483641348,0.9808446071280141,Lower risk
248,categorical__NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Family,-0.019158386088329316,0.019158386088329316,0.9810239693880289,Lower risk
249,numeric__credit_card_month_count,credit_card_month_count,0.01901330283485796,0.01901330283485796,1.01919520671275,Higher risk
250,categorical__NAME_CONTRACT_TYPE_Revolving loans,NAME_CONTRACT_TYPE_Revolving loans,-0.017896523901770718,0.017896523901770718,0.9822626678080912,Lower risk
251,numeric__FLAG_MOBIL,FLAG_MOBIL,0.01751652618649177,0.01751652618649177,1.017670840229885,Higher risk
252,numeric__credit_card_total_drawings,credit_card_total_drawings,-0.01749948443184382,0.01749948443184382,0.982652742289405,Lower risk
253,categorical__WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,-0.017301058587430185,0.017301058587430185,0.9828477453357415,Lower risk
254,categorical__WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Mixed,-0.017126035157079854,0.017126035157079854,0.9830197817744069,Lower risk
255,numeric__FLAG_CONT_MOBILE,FLAG_CONT_MOBILE,-0.016684273137413348,0.016684273137413348,0.9834541385126667,Lower risk
256,numeric__AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_DAY,0.016384517946470972,0.016384517946470972,1.016519480250558,Higher risk
257,numeric__bureau_mean_annuity,bureau_mean_annuity,-0.016201860812719533,0.016201860812719533,0.9839286833637958,Lower risk
258,numeric__BASEMENTAREA_MODE,BASEMENTAREA_MODE,-0.016090229218725417,0.016090229218725417,0.9840385270219935,Lower risk
259,numeric__credit_card_mean_balance,credit_card_mean_balance,0.01580153165939258,0.01580153165939258,1.0159270360432278,Higher risk
260,numeric__FLAG_DOCUMENT_12,FLAG_DOCUMENT_12,-0.015616475158384276,0.015616475158384276,0.9845048297173783,Lower risk
261,numeric__AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_MON,-0.015419939741414056,0.015419939741414056,0.9846983387996673,Lower risk
262,numeric__FLAG_DOCUMENT_2,FLAG_DOCUMENT_2,0.014518319677129894,0.014518319677129894,1.0146242223693023,Higher risk
263,numeric__FLAG_DOCUMENT_9,FLAG_DOCUMENT_9,0.01440500874588302,0.01440500874588302,1.0145092608671205,Higher risk
264,numeric__YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MODE,-0.014400181714164207,0.014400181714164207,0.985703005006229,Lower risk
265,categorical__FONDKAPREMONT_MODE_not specified,FONDKAPREMONT_MODE_not specified,-0.013434760465122614,0.013434760465122614,0.9866550831367874,Lower risk
266,numeric__NONLIVINGAREA_MEDI,NONLIVINGAREA_MEDI,0.012371673104814823,0.012371673104814823,1.0124485188289258,Higher risk
267,categorical__NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_Co-op apartment,0.011383227952541998,0.011383227952541998,1.0114482634288036,Higher risk
268,categorical__OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Sales staff,0.01092902309341928,0.01092902309341928,1.010988963028936,Higher risk
269,categorical__WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,0.010842397291795735,0.010842397291795735,1.010901389092717,Higher risk
270,numeric__pos_cash_late_rate,pos_cash_late_rate,-0.01081245823782565,0.01081245823782565,0.9892457862776051,Lower risk
271,categorical__WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_FRIDAY,0.010154864725847618,0.010154864725847618,1.0102066003390697,Higher risk
272,numeric__HOUR_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,-0.00993822735483054,0.00993822735483054,0.9901109936352328,Lower risk
273,numeric__YEARS_BEGINEXPLUATATION_MEDI,YEARS_BEGINEXPLUATATION_MEDI,-0.009816122206409948,0.009816122206409948,0.9902318986664768,Lower risk
274,categorical__WALLSMATERIAL_MODE_Wooden,WALLSMATERIAL_MODE_Wooden,-0.00935928963621545,0.00935928963621545,0.9906843721942863,Lower risk
275,"categorical__WALLSMATERIAL_MODE_Stone, brick","WALLSMATERIAL_MODE_Stone, brick",0.009329601758996933,0.009329601758996933,1.0093732581534605,Higher risk
276,numeric__YEARS_BUILD_MODE,YEARS_BUILD_MODE,-0.009298064908284456,0.009298064908284456,0.9907450284322513,Lower risk
277,numeric__FLOORSMAX_MODE,FLOORSMAX_MODE,-0.009273725331405636,0.009273725331405636,0.9907691430405066,Lower risk
278,numeric__FLAG_DOCUMENT_20,FLAG_DOCUMENT_20,0.008732386168375234,0.008732386168375234,1.0087706246759003,Higher risk
279,numeric__AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_WEEK,-0.00860018896095206,0.00860018896095206,0.9914366868753574,Lower risk
280,numeric__FLOORSMIN_AVG,FLOORSMIN_AVG,-0.008147844618577552,0.008147844618577552,0.9918852590983928,Lower risk
281,numeric__YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_AVG,0.0074383203174936425,0.0074383203174936425,1.007466053341795,Higher risk
282,categorical__HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE_specific housing,0.007347242729846221,0.007347242729846221,1.0073742999424224,Higher risk
283,numeric__FLAG_DOCUMENT_7,FLAG_DOCUMENT_7,0.006992530950065247,0.006992530950065247,1.007017035778234,Higher risk
284,numeric__installment_days_late_mean,installment_days_late_mean,-0.006334352454855628,0.006334352454855628,0.9936856672627028,Lower risk
285,numeric__installment_late_payment_count,installment_late_payment_count,0.005615581083234712,0.005615581083234712,1.0056313780144925,Higher risk
286,numeric__FLAG_DOCUMENT_11,FLAG_DOCUMENT_11,-0.00556213978915043,0.00556213978915043,0.9944533002705127,Lower risk
287,numeric__credit_card_mean_payment_total,credit_card_mean_payment_total,-0.0053072345534356455,0.0053072345534356455,0.9947068239343074,Lower risk
288,numeric__FLAG_DOCUMENT_21,FLAG_DOCUMENT_21,0.004439581770319906,0.004439581770319906,1.0044494513136106,Higher risk
289,numeric__pos_cash_max_dpd,pos_cash_max_dpd,-0.0024299043773159364,0.0024299043773159364,0.9975730454505752,Lower risk
290,numeric__FLOORSMIN_MEDI,FLOORSMIN_MEDI,-0.0023093167965514186,0.0023093167965514186,0.9976933476240902,Lower risk
291,categorical__OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_HR staff,-0.0013863806001170888,0.0013863806001170888,0.9986145799815053,Lower risk
292,numeric__AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_HOUR,-0.0013427226287035456,0.0013427226287035456,0.9986581784199939,Lower risk
293,numeric__FLAG_DOCUMENT_19,FLAG_DOCUMENT_19,0.0011812727080735212,0.0011812727080735212,1.0011819706854859,Higher risk
294,numeric__APARTMENTS_MODE,APARTMENTS_MODE,0.0008214864664449649,0.0008214864664449649,1.0008218239788667,Higher risk
295,numeric__pos_cash_max_dpd_def,pos_cash_max_dpd_def,0.0007595278080152516,0.0007595278080152516,1.000759816322301,Higher risk
296,numeric__AMT_INCOME_TOTAL,AMT_INCOME_TOTAL,-0.000471833988268131,0.000471833988268131,0.999528277307883,Lower risk
297,numeric__installment_days_late_max,installment_days_late_max,-0.000365333144093566,0.000365333144093566,0.9996347335819336,Lower risk
